Class	Type	Prop	Disabled	Order
TownRoadLaneSettings	float	SegmentAnchorDeadZoneM		8
TownRoadLaneSettings	int	SegmentMinCrossingAngleDeg		9
TownRoadLaneSettings	float	SegmentHitClusterM		10
TownRoadLaneSettings	ProxyBinding	ToggleMarkingToolBinding		11
TownRoadLaneSettings	ProxyBinding	CycleMarkingStyleBinding		12
TownRoadLaneSettings	ProxyBinding	EnterAreaModeBinding		13
TownRoadLaneSettings	ProxyBinding	CycleAreaStyleBinding		14
TownRoadLaneSettings	string	PinnedLineStylesCsv		15
TownRoadLaneSettings	string	PinnedAreaStylesCsv		16
TradingCostTweakerSettings	int	ElectricityImportPrice		1
TradingCostTweakerSettings	int	ElectricityExportPrice		2
TradingCostTweakerSettings	int	WaterImportPrice		3
TradingCostTweakerSettings	int	WaterExportPrice		4
TradingCostTweakerSettings	int	WaterExportPollutionTolerance		5
TradingCostTweakerSettings	int	SewageExportPrice		6
TradingCostTweakerSettings	int	PopulationMultiplier		7
TradingCostTweakerSettings	double	PopulationValue		8
TradingCostTweakerSettings	bool	NotGameMode	TRUE	9
TradingCostTweakerSettings	int	PoliceFee		10
TradingCostTweakerSettings	float	AmbulanceFee		11
TradingCostTweakerSettings	float	HearseFee		12
TradingCostTweakerSettings	float	FireEngineFee		13
TradingCostTweakerSettings	float	GarbageFee		14
TradingCostTweakerSettings	float	RoadWeightMultiplier		15
TradingCostTweakerSettings	float	RoadDistanceMultiplier		16
TradingCostTweakerSettings	float	TrainWeightMultiplier		17
TradingCostTweakerSettings	float	TrainDistanceMultiplier		18
TradingCostTweakerSettings	float	ShipWeightMultiplier		19
TradingCostTweakerSettings	float	ShipDistanceMultiplier		20
TradingCostTweakerSettings	float	AirWeightMultiplier		21
TradingCostTweakerSettings	float	AirDistanceMultiplier		22
TrafficLightManagerSettings	string	m_LocaleOption	TRUE	1
TrafficLightManagerSettings	string	m_Locale	TRUE	2
TrafficLightManagerSettings	bool	m_DefaultSplitPhasing		3
TrafficLightManagerSettings	bool	m_DefaultAlwaysGreenKerbsideTurn		4
TrafficLightManagerSettings	bool	m_DefaultExclusivePedestrian		5
TrafficLightManagerSettings	List<CustomPhaseTemplate>	m_CustomPhaseTemplates		6
TrafficLightManagerSettings	string	m_DefaultCustomPhaseTemplateOption		7
TrafficLightManagerSettings	CustomPhaseTemplate	m_DefaultCustomPhaseTemplate		8
TrafficLightManagerSettings	bool	m_ForceNodeUpdate		9
TrafficLightManagerSettings	bool	m_DisplayCurrentPhase		10
TrafficLightManagerSettings	bool	m_DisplayCurrentPhaseWhenToolDisabled		11
TrafficLightManagerSettings	bool	m_DisplayTrafficLightGroupNameWhenToolDisabled		12
TrafficLightManagerSettings	ProxyBinding	m_MainPanelToggleKeyboardBinding		13
TrafficLightsEnhancementSettings	string	m_LocaleOption		1
TrafficLightsEnhancementSettings	string	m_Locale		2
TrafficLightsEnhancementSettings	bool	m_CompatibilityModeOption		3
TrafficLightsEnhancementSettings	bool	m_CompatibilityMode		4
TrafficLightsEnhancementSettings	bool	m_DefaultSplitPhasing		5
TrafficLightsEnhancementSettings	bool	m_DefaultAlwaysGreenKerbsideTurn		6
TrafficLightsEnhancementSettings	bool	m_DefaultExclusivePedestrian		7
TrafficLightsEnhancementSettings	bool	m_ForceNodeUpdate		8
TrafficLightsEnhancementSettings	string	m_ComponentTypeToClear		9
TrafficLightsEnhancementSettings	bool	m_SuppressCanaryWarning	TRUE	10
TrafficLightsEnhancementSettings	ProxyBinding	m_MainPanelToggleKeyboardBinding		11
TrafficLightsEnhancementSettings	ProxyBinding	m_MultiSelectEntityKeyboardBinding		12
TrafficLightsEnhancementSettings	class	UserPreset	TRUE	13
TrafficLightsEnhancementSettings	string	Id	TRUE	14
TrafficLightsEnhancementSettings	string	Name	TRUE	15
TrafficLightsEnhancementSettings	ushort	MinDuration	TRUE	16
TrafficLightsEnhancementSettings	ushort	MaxDuration	TRUE	17
TrafficLightsEnhancementSettings	float	TargetDurationMultiplier	TRUE	18
TrafficLightsEnhancementSettings	float	IntervalExponent	TRUE	19
TrafficLightsEnhancementSettings	float	WaitFlowBalance	TRUE	20
TrafficLightsEnhancementSettings	int	ChangeMetric	TRUE	21
TrafficLightsEnhancementSettings	List<UserPreset>	m_UserPresets	TRUE	22
TrafficSettings	bool	UseGameLanguage		1
TrafficSettings	string	CurrentLocale		2
TrafficSettings	float	ConnectionLaneWidth		3
TrafficSettings	float	ConnectorSize		4
TrafficSettings	float	FeedbackOutlineWidth		5
TrafficSettings	bool	ShowConnectionsOverlayWhenEditing		6
TrafficSettingsSettings	bool	UseGameLanguage		1
TrafficSettingsSettings	string	CurrentLocale		2
TrafficSettingsSettings	bool	RemoveUnsafeCrosswalksWithVisualRemoval		3
TrafficSettingsSettings	bool	RemoveCrosswalkByDefault		4
TrafficSettingsSettings	bool	RemoveInvisibleCrosswalkByDefault		5
TrafficSettingsSettings	bool	NewIntersectionsVanilla		6
TrafficSettingsSettings	bool	NewIntersectionsWithoutUTurns		7
TrafficSettingsSettings	bool	NewIntersectionsWithoutUnsafe		8
TrafficSettingsSettings	bool	NewIntersectionsCrosswalks		9
TrafficSettingsSettings	bool	NewIntersectionsUnsafeCrosswalks		10
TrafficSettingsSettings	int	NewIntersectionDefaultsVersion		11
TrafficSpySettings	int	RouteOpacity		1
TrafficSpySettings	int	MaxVehicleTraffic		2
TrafficSpySettings	int	MaxPedestrianTraffic		3
TrafficSpySettings	ProxyBinding	ToggleToolBinding		4
TrafficToolEssentialsSettings	string	m_LocaleOption	TRUE	1
TrafficToolEssentialsSettings	string	m_Locale	TRUE	2
TrafficToolEssentialsSettings	bool	m_ChartSmoothedDefault		3
TrafficToolEssentialsSettings	int	m_PanelTransparencyOption		4
TrafficToolEssentialsSettings	bool	m_CompatibilityModeOption		5
TrafficToolEssentialsSettings	bool	m_CompatibilityMode		6
TrafficToolEssentialsSettings	bool	m_DefaultSplitPhasing		7
TrafficToolEssentialsSettings	bool	m_DefaultAlwaysGreenKerbsideTurn		8
TrafficToolEssentialsSettings	bool	m_DefaultExclusivePedestrian		9
TrafficToolEssentialsSettings	bool	m_DebugLogging	TRUE	10
TrafficToolEssentialsSettings	bool	m_DepotZonesEnabled		11
TrafficToolEssentialsSettings	bool	m_FlowRiversEnabledOption		12
TrafficToolEssentialsSettings	bool	m_FlowRivers		13
TrafficToolEssentialsSettings	int	m_FlowRiversColorMode		14
TrafficToolEssentialsSettings	bool	m_FlowRiversColorblind		15
TrafficToolEssentialsSettings	bool	m_FlowRiversProblemsOnly		16
TrafficToolEssentialsSettings	bool	m_FlowRiversHideEmpty		17
TrafficToolEssentialsSettings	bool	m_FlowRiversShowGreenWave		18
TrafficToolEssentialsSettings	bool	m_FlowRiversShowHotspots		19
TrafficToolEssentialsSettings	int	m_UnsafeCrosswalkCostScaleOption		20
TrafficToolEssentialsSettings	int	m_UnsafeCrosswalkCostScale		21
TrafficToolEssentialsSettings	int	m_UnsafeUTurnCostScaleOption		22
TrafficToolEssentialsSettings	int	m_UnsafeUTurnCostScale		23
TrafficToolEssentialsSettings	int	m_TurningCostScaleOption		24
TrafficToolEssentialsSettings	int	m_TurningCostScale		25
TrafficToolEssentialsSettings	int	m_LaneCrossCostScaleOption		26
TrafficToolEssentialsSettings	int	m_LaneCrossCostScale		27
TrafficToolEssentialsSettings	ProxyBinding	m_MainPanelToggleKeyboardBinding		28
TrafficToolEssentialsSettings	ProxyBinding	m_IntersectionToolKeyboardBinding		29
TrafficToolEssentialsSettings	ProxyBinding	m_OverviewTabKeyboardBinding		30
TrafficToolEssentialsSettings	ProxyBinding	m_TransitTabKeyboardBinding		31
TrafficToolEssentialsSettings	ProxyBinding	m_IndividualTabKeyboardBinding		32
TrafficToolEssentialsSettings	ProxyBinding	m_IntersectionsTabKeyboardBinding		33
TrafficToolEssentialsSettings	ProxyBinding	m_FlowRiversToggleKeyboardBinding		34
TrafficToolEssentialsSettings	ProxyBinding	m_SimSettingsToggleKeyboardBinding		35
TransitNightSchedulerSettings	bool	EnableNightMode		1
TransitNightSchedulerSettings	int	NightStartHour		2
TransitNightSchedulerSettings	int	NightEndHour		3
TransitTimetablesSettings	bool	Enabled		1
TransitTimetablesSettings	VehicleCountMode	VehicleCounts		2
TransitTimetablesSettings	bool	ManageVehicleCount		3
TransitTimetablesSettings	bool	ProvisionRealFleet		4
TransitTimetablesSettings	bool	RealisticTravelTime		5
TransitTimetablesSettings	bool	MigrationNoticeAnswered		6
TransitTimetablesSettings	bool	RealismNoticeAnswered		7
TransitTimetablesSettings	int	MorningPeakStart		8
TransitTimetablesSettings	int	MorningPeakEnd		9
TransitTimetablesSettings	int	EveningPeakStart		10
TransitTimetablesSettings	int	EveningPeakEnd		11
TransitTimetablesSettings	int	NightStart		12
TransitTimetablesSettings	int	NightEnd		13
TransitTimetablesSettings	bool	StopAtEveryStop		14
TransitTimetablesSettings	int	MaxDwellRoad		15
TransitTimetablesSettings	int	MaxDwellRail		16
TransitTimetablesSettings	bool	RealisticTripsCompat		17
TransportPolicyAdjusterSettings	int	Bus		1
TransportPolicyAdjusterSettings	int	Train		2
TransportPolicyAdjusterSettings	int	Tram		3
TransportPolicyAdjusterSettings	int	Ship		4
TransportPolicyAdjusterSettings	int	Airplane		5
TransportPolicyAdjusterSettings	int	Subway		6
TreeControllerSettings	bool	UseDeadModelDuringWinter		1
TreeControllerSettings	bool	DisableTreeGrowth		2
TreeControllerSettings	bool	PreserveAge		3
TreeControllerSettings	AgeSelectionOptions	AgeSelectionTechnique		4
TreeControllerSettings	bool	IncludeStumps		5
TreeControllerSettings	bool	FasterFullBrushStrength		6
TreeControllerSettings	ColorVariationSetYYTC	ColorVariationSet		7
TreeControllerSettings	bool	FreeVegetation		8
TreeControllerSettings	bool	ConstrainBrush		9
TreeControllerSettings	Ages	PreviousAgeSelection		10
TreeControllerSettings	bool	HideSlopeLimits		11
TreeControllerSettings	WindOptions	SelectedWindOption		12
TreeControllerSettings	bool	DisableWindWhenPaused		13
TreeControllerSettings	float	WindGlobalStrength		14
TreeControllerSettings	float	WindGlobalStrength2		15
TreeControllerSettings	float	WindDirection		16
TreeControllerSettings	float	WindDirectionVariance		17
TreeControllerSettings	float	WindDirectionVariancePeriod		18
TreeControllerSettings	float	WindInterpolationDuration		19
TreeControllerSettings	float	MaxTreeSlope		20
TreesReduceNoisePollutionSettings	bool	ModEnabled		1
TreesReduceNoisePollutionSettings	int	TreeNoiseStrength		2
TreesReduceNoisePollutionSettings	int	AbsorptionRadius		3
TreesReduceNoisePollutionSettings	int	ReductionMode		4
TreesReduceNoisePollutionSettings	int	UpdateInterval		5
TreesReduceNoisePollutionSettings	bool	VerboseLogging	TRUE	6
TripsViewSettings	int	numOutputs		1
TripsViewSettings	bool	saveDuringAutoSaves		2
UnlockFeesAndPrivatizeSettings	bool	Enabled		1
UnlockFeesAndPrivatizeSettings	bool	UnlockFees		2
UnlockFeesAndPrivatizeSettings	bool	PublicHealthcare		3
UrbanInequalitySettings	CityOption	selectedCity		1
UrbanInequalitySettings	float	minIncomePenalty		2
UrbanInequalitySettings	float	minEducationPenalty		3
UrbanInequalitySettings	float	maxIncomePenalty		4
UrbanInequalitySettings	float	maxEducationPenalty		5
UrbanInequalitySettings	float	levelCap1		6
UrbanInequalitySettings	float	levelCap2		7
UrbanInequalitySettings	float	levelCap3		8
UrbanInequalitySettings	float	levelCap4		9
UrbanInequalitySettings	float	levelCap5		10
UrbanInequalitySettings	int	wageLevel1		11
UrbanInequalitySettings	int	wageLevel2		12
UrbanInequalitySettings	int	wageLevel3		13
UrbanInequalitySettings	int	wageLevel4		14
UrbanInequalitySettings	int	wageLevel5		15
UrbanInequalitySettings	float	levelUpMaterialFactor		16
VehicleControllerSettings	LogLevel	LoggingLevel	TRUE	1
VehicleControllerSettings	string	CurrentProbabilityPack	TRUE	2
VehicleControllerSettings	int	MotorbikeProbability		3
VehicleControllerSettings	int	ScooterProbability		4
VehicleControllerSettings	int	CityCarProbability		5
VehicleControllerSettings	int	HatchbackProbability		6
VehicleControllerSettings	int	MinivanProbability		7
VehicleControllerSettings	int	SedanProbability		8
VehicleControllerSettings	int	SportsCarProbability		9
VehicleControllerSettings	int	PickupProbability		10
VehicleControllerSettings	int	SUVProbability		11
VehicleControllerSettings	int	MuscleCarProbability		12
VehicleControllerSettings	int	VanProbability		13
VehicleControllerSettings	int	TrailerProbability	TRUE	14
VehicleControllerSettings	bool	UseImprovedStiffnessValues	TRUE	15
VehicleControllerSettings	float	StiffnessModifier		16
VehicleControllerSettings	float	DampingModifier		17
VehicleControllerSettings	string	DefaultPropertyPackDropdown	TRUE	18
VehicleControllerSettings	string	SavegamePropertyPackDropdown	TRUE	19
VehicleControllerSettings	float	SavegamePropertyPackFactor	TRUE	20
VehicleControllerSettings	bool	CustomSpeedLimitFactor	TRUE	21
VehicleControllerSettings	float	SpeedLimitFactor	TRUE	22
VehicleControllerSettings	bool	DisableSpeedLimitUpdate		23
VehicleControllerSettings	string	PackName		24
VehicleControllerSettings	int	VehicleMaxSpeed	TRUE	25
VehicleControllerSettings	int	VehicleAcceleration	TRUE	26
VehicleControllerSettings	int	VehicleBraking	TRUE	27
VehicleControllerSettings	bool	EnableChangeVehicles		28
VehicleControllerSettings	bool	DisplayVehiclePrefabNames		29
VehicleControllerSettings	ProxyBinding	ResetAllSpeedLimitsBinding		30
VehicleVariationPacksSettings	string	PackDropdown		1
VehicleVariationPacksSettings	bool	ShowDebugPacks	TRUE	2
WaterFeaturesSettings	bool	TrySmallerRadii		1
WaterFeaturesSettings	bool	IncludeDetentionBasins		2
WaterFeaturesSettings	bool	IncludeRetentionBasins		3
WaterFeaturesSettings	float	EvaporationRate		4
WaterFeaturesSettings	bool	WaterCausesDamage		5
WaterFeaturesSettings	bool	EnableSeasonalStreams		6
WaterFeaturesSettings	bool	SimulateSnowMelt		7
WaterFeaturesSettings	float	ConstantFlowRate		8
WaterFeaturesSettings	float	StreamSeasonality		9
WaterFeaturesSettings	float	StreamStormwaterEffects		10
WaterFeaturesSettings	float	MinimumMultiplier		11
WaterFeaturesSettings	float	MaximumMultiplier		12
WaterFeaturesSettings	bool	EnableWavesAndTides		13
WaterFeaturesSettings	float	WaveHeight		14
WaterFeaturesSettings	float	WaveFrequency		15
WaterFeaturesSettings	float	TideHeight		16
WaterFeaturesSettings	TideClassificationYYTAW	TideClassification		17
WaterFeaturesSettings	float	Damping		18
WaterFeaturesSettings	bool	ForceWaterSimulationSpeed		19
WaterFeaturesSettings	float	Fluidness		20
WaterFeaturesSettings	bool	WaterToolSettingsAffectEditorSimulation		21
WaterVisualTweaksSettings	bool	SimulationOverrideEnable		1
WaterVisualTweaksSettings	float	RipplesWindSpeed		2
WaterVisualTweaksSettings	float	Large1WindSpeed		3
WaterVisualTweaksSettings	float	Large0WindSpeed		4
WaterVisualTweaksSettings	float	RipplesPatchSize		5
WaterVisualTweaksSettings	float	Large1PatchSize		6
WaterVisualTweaksSettings	float	Large0PatchSize		7
WaterVisualTweaksSettings	float	RipplesAmplitudeMultiplier		8
WaterVisualTweaksSettings	float	Large1AmplitudeMultiplier		9
WaterVisualTweaksSettings	float	Large0AmplitudeMultiplier		10
WaterVisualTweaksSettings	float	StartSmoothness		11
WaterVisualTweaksSettings	float	EndSmoothness		12
WaterVisualTweaksSettings	float	AbsorptionDistance		13
WaterVisualTweaksSettings	float	RefractionColorR		14
WaterVisualTweaksSettings	float	RefractionColorG		15
WaterVisualTweaksSettings	float	RefractionColorB		16
WaterVisualTweaksSettings	float	ScatteringColorR		17
WaterVisualTweaksSettings	float	ScatteringColorG		18
WaterVisualTweaksSettings	float	ScatteringColorB		19
WaterVisualTweaksSettings	bool	CausticsUseRippleBand		20
WaterVisualTweaksSettings	float	CausticsIntensity		21
WaterVisualTweaksSettings	float	CausticsVirtualPlaneDistance		22
WetRoadsSettings	bool	Enabled		1
WetRoadsSettings	ProxyBinding	ToggleEnabledBinding		2
WetRoadsSettings	bool	DisableInFreezing		3
WetRoadsSettings	float	RainThreshold		4
WetRoadsSettings	float	RainFullValue		5
WetRoadsSettings	float	SmoothnessMin		6
WetRoadsSettings	float	SmoothnessMax		7
WriteEverywhereSettings	bool	TempDisableRendering	TRUE	1
WriteEverywhereSettings	bool	UseVT		2
WriteEverywhereSettings	float	RequiredLodForFormulaesUpdate		3
WriteEverywhereSettings	int	StartTextureSizeFont		4
WriteEverywhereSettings	int	FontQuality		5
WriteEverywhereSettings	int	TemplateItemsPerFrame		6
WriteEverywhereSettings	int	FramesCheckUpdate		7
WriteEverywhereSettings	string	LocaleFomatting		8
WriteEverywhereSettings	ProxyBinding	EnableTool		9
WriteEverywhereSettings	ProxyBinding	MouseToolMove		10
WriteEverywhereSettings	ProxyBinding	MouseToolRotate		11
WriteEverywhereSettings	ProxyBinding	ToolIncreaseMovementStrenght		12
WriteEverywhereSettings	ProxyBinding	ToolReduceMovementStrenght		13
WriteEverywhereSettings	ProxyBinding	AlternateFixedCamera		14
WriteEverywhereSettings	ProxyBinding	ToggleLockCameraRotation		15
WriteEverywhereSettings	ProxyBinding	ActionPerspectiveXY		16
WriteEverywhereSettings	ProxyBinding	ActionPerspectiveZY		17
WriteEverywhereSettings	ProxyBinding	ActionPerspectiveXZ		18
WriteEverywhereSettings	ProxyBinding	ActionCycleAxisLock		19
WriteEverywhereSettings	ProxyBinding	ActionMoveLeft		20
WriteEverywhereSettings	ProxyBinding	ActionMoveRight		21
WriteEverywhereSettings	ProxyBinding	ActionMoveUp		22
WriteEverywhereSettings	ProxyBinding	ActionMoveDown		23
WriteEverywhereSettings	ProxyBinding	ActionRotateClockwise		24
WriteEverywhereSettings	ProxyBinding	ActionRotateCounterClockwise		25
